point_id,latitude,longitude,date,precipitation_total
P02,14.3875,121.0485,2025-05-07,0.0
P02,14.3875,121.0485,2025-05-14,0.0
P02,14.3875,121.0485,2025-05-21,0.0
P02,14.3875,121.0485,2025-05-28,0.43
P02,14.3875,121.0485,2025-06-04,3.34
P02,14.3875,121.0485,2025-06-11,0.0
P02,14.3875,121.0485,2025-06-18,6.31
P02,14.3875,121.0485,2025-06-25,0.93
P03,14.4267,120.9856,2025-01-01,3.48
P03,14.4267,120.9856,2025-01-08,0.45
P03,14.4267,120.9856,2025-01-15,0.15
P03,14.4267,120.9856,2025-01-22,0.0
P03,14.4267,120.9856,2025-01-29,0.0
P03,14.4267,120.9856,2025-02-05,0.0
P03,14.4267,120.9856,2025-02-12,0.0
P03,14.4267,120.9856,2025-02-19,0.97
P03,14.4267,120.9856,2025-02-26,0.0
P03,14.4267,120.9856,2025-03-05,0.0
P03,14.4267,120.9856,2025-03-12,0.0
P03,14.4267,120.9856,2025-03-19,0.0
P03,14.4267,120.9856,2025-03-26,0.0
P03,14.4267,120.9856,2025-04-02,0.0
P03,14.4267,120.9856,2025-04-09,0.0
P03,14.4267,120.9856,2025-04-16,0.0
P03,14.4267,120.9856,2025-04-23,0.0
P03,14.4267,120.9856,2025-04-30,0.0
P03,14.4267,120.9856,2025-05-07,3.13
P03,14.4267,120.9856,2025-05-14,0.0
P03,14.4267,120.9856,2025-05-21,0.0
P03,14.4267,120.9856,2025-05-28,2.59
P03,14.4267,120.9856,2025-06-04,3.59
P03,14.4267,120.9856,2025-06-11,1.38
P03,14.4267,120.9856,2025-06-18,7.86
P03,14.4267,120.9856,2025-06-25,0.69
P04,14.4266,121.0056,2025-01-01,3.48
P04,14.4266,121.0056,2025-01-08,0.45
P04,14.4266,121.0056,2025-01-15,0.15
P04,14.4266,121.0056,2025-01-22,0.0
P04,14.4266,121.0056,2025-01-29,0.0
P04,14.4266,121.0056,2025-02-05,0.0
P04,14.4266,121.0056,2025-02-12,0.0
P04,14.4266,121.0056,2025-02-19,0.97
P04,14.4266,121.0056,2025-02-26,0.0
P04,14.4266,121.0056,2025-03-05,0.0
P04,14.4266,121.0056,2025-03-12,0.0
P04,14.4266,121.0056,2025-03-19,0.0
P04,14.4266,121.0056,2025-03-26,0.0
P04,14.4266,121.0056,2025-04-02,0.0
P04,14.4266,121.0056,2025-04-09,0.0
P04,14.4266,121.0056,2025-04-16,0.0
P04,14.4266,121.0056,2025-04-23,0.0
P04,14.4266,121.0056,2025-04-30,0.0
P04,14.4266,121.0056,2025-05-07,3.13
P04,14.4266,121.0056,2025-05-14,0.0
P04,14.4266,121.0056,2025-05-21,0.0
P04,14.4266,121.0056,2025-05-28,2.59
P04,14.4266,121.0056,2025-06-04,3.59
P04,14.4266,121.0056,2025-06-11,1.38
P04,14.4266,121.0056,2025-06-18,7.86
P04,14.4266,121.0056,2025-06-25,0.69
P05,14.4268,121.0266,2025-01-01,3.81
P05,14.4268,121.0266,2025-01-08,0.33
P05,14.4268,121.0266,2025-01-15,0.23
P05,14.4268,121.0266,2025-01-22,0.0
P05,14.4268,121.0266,2025-01-29,0.0
P05,14.4268,121.0266,2025-02-05,0.0
P05,14.4268,121.0266,2025-02-12,0.0
P05,14.4268,121.0266,2025-02-19,0.0
P05,14.4268,121.0266,2025-02-26,0.0
P05,14.4268,121.0266,2025-03-05,0.0
P05,14.4268,121.0266,2025-03-12,0.0
P05,14.4268,121.0266,2025-03-19,0.0
P05,14.4268,121.0266,2025-03-26,0.0
P05,14.4268,121.0266,2025-04-02,0.0
P05,14.4268,121.0266,2025-04-09,0.0
P05,14.4268,121.0266,2025-04-16,0.0
P05,14.4268,121.0266,2025-04-23,0.0
P05,14.4268,121.0266,2025-04-30,0.0
P05,14.4268,121.0266,2025-05-07,0.0
P05,14.4268,121.0266,2025-05-14,0.0
P05,14.4268,121.0266,2025-05-21,0.0
P05,14.4268,121.0266,2025-05-28,0.43
P05,14.4268,121.0266,2025-06-04,3.34
P05,14.4268,121.0266,2025-06-11,0.0
P05,14.4268,121.0266,2025-06-18,6.31
P05,14.4268,121.0266,2025-06-25,0.93
P06,14.4268,121.0475,2025-01-01,3.81
P06,14.4268,121.0475,2025-01-08,0.33
P06,14.4268,121.0475,2025-01-15,0.23
P06,14.4268,121.0475,2025-01-22,0.0
P06,14.4268,121.0475,2025-01-29,0.0
P06,14.4268,121.0475,2025-02-05,0.0
P06,14.4268,121.0475,2025-02-12,0.0
P06,14.4268,121.0475,2025-02-19,0.0
P06,14.4268,121.0475,2025-02-26,0.0
P06,14.4268,121.0475,2025-03-05,0.0
P06,14.4268,121.0475,2025-03-12,0.0
P06,14.4268,121.0475,2025-03-19,0.0
P06,14.4268,121.0475,2025-03-26,0.0
P06,14.4268,121.0475,2025-04-02,0.0
P06,14.4268,121.0475,2025-04-09,0.0
P06,14.4268,121.0475,2025-04-16,0.0
P06,14.4268,121.0475,2025-04-23,0.0
P06,14.4268,121.0475,2025-04-30,0.0
P06,14.4268,121.0475,2025-05-07,0.0
P06,14.4268,121.0475,2025-05-14,0.0
P06,14.4268,121.0475,2025-05-21,0.0
P06,14.4268,121.0475,2025-05-28,0.43
P06,14.4268,121.0475,2025-06-04,3.34
P06,14.4268,121.0475,2025-06-11,0.0
P06,14.4268,121.0475,2025-06-18,6.31
P06,14.4268,121.0475,2025-06-25,0.93
P07,14.4666,120.9847,2025-01-01,3.18
P07,14.4666,120.9847,2025-01-08,0.51
P07,14.4666,120.9847,2025-01-15,0.11
P07,14.4666,120.9847,2025-01-22,0.0
P07,14.4666,120.9847,2025-01-29,0.0
P07,14.4666,120.9847,2025-02-05,0.0
P07,14.4666,120.9847,2025-02-12,0.0
P07,14.4666,120.9847,2025-02-19,0.76
P07,14.4666,120.9847,2025-02-26,0.0
P07,14.4666,120.9847,2025-03-05,0.0
P07,14.4666,120.9847,2025-03-12,0.0
P07,14.4666,120.9847,2025-03-19,0.0
P07,14.4666,120.9847,2025-03-26,0.0
P07,14.4666,120.9847,2025-04-02,0.0
P07,14.4666,120.9847,2025-04-09,0.0
P07,14.4666,120.9847,2025-04-16,0.0
P07,14.4666,120.9847,2025-04-23,0.0
P07,14.4666,120.9847,2025-04-30,0.0
P07,14.4666,120.9847,2025-05-07,2.93
P07,14.4666,120.9847,2025-05-14,0.0
P07,14.4666,120.9847,2025-05-21,0.0
P07,14.4666,120.9847,2025-05-28,2.37
P07,14.4666,120.9847,2025-06-04,3.0
P07,14.4666,120.9847,2025-06-11,1.54
P07,14.4666,120.9847,2025-06-18,8.75
P07,14.4666,120.9847,2025-06-25,0.7
P08,14.4666,121.0056,2025-01-01,3.18
P08,14.4666,121.0056,2025-01-08,0.51
P08,14.4666,121.0056,2025-01-15,0.11
P08,14.4666,121.0056,2025-01-22,0.0
P08,14.4666,121.0056,2025-01-29,0.0
P08,14.4666,121.0056,2025-02-05,0.0
P08,14.4666,121.0056,2025-02-12,0.0
P08,14.4666,121.0056,2025-02-19,0.76
P08,14.4666,121.0056,2025-02-26,0.0
P08,14.4666,121.0056,2025-03-05,0.0
P08,14.4666,121.0056,2025-03-12,0.0
P08,14.4666,121.0056,2025-03-19,0.0
P08,14.4666,121.0056,2025-03-26,0.0
P08,14.4666,121.0056,2025-04-02,0.0
P08,14.4666,121.0056,2025-04-09,0.0
P08,14.4666,121.0056,2025-04-16,0.0
P08,14.4666,121.0056,2025-04-23,0.0
P08,14.4666,121.0056,2025-04-30,0.0
P08,14.4666,121.0056,2025-05-07,2.93
P08,14.4666,121.0056,2025-05-14,0.0
P08,14.4666,121.0056,2025-05-21,0.0
P08,14.4666,121.0056,2025-05-28,2.37
P08,14.4666,121.0056,2025-06-04,3.0
P08,14.4666,121.0056,2025-06-11,1.54
P08,14.4666,121.0056,2025-06-18,8.75
P08,14.4666,121.0056,2025-06-25,0.7
P09,14.4666,121.02664,2025-01-01,3.48
P09,14.4666,121.02664,2025-01-08,0.45
P09,14.4666,121.02664,2025-01-15,0.15
P09,14.4666,121.02664,2025-01-22,0.0
P09,14.4666,121.02664,2025-01-29,0.0
P09,14.4666,121.02664,2025-02-05,0.0
P09,14.4666,121.02664,2025-02-12,0.0
P09,14.4666,121.02664,2025-02-19,0.97
P09,14.4666,121.02664,2025-02-26,0.0
P09,14.4666,121.02664,2025-03-05,0.0
P09,14.4666,121.02664,2025-03-12,0.0
P09,14.4666,121.02664,2025-03-19,0.0
P09,14.4666,121.02664,2025-03-26,0.0
P09,14.4666,121.02664,2025-04-02,0.0
P09,14.4666,121.02664,2025-04-09,0.0
P09,14.4666,121.02664,2025-04-16,0.0
P09,14.4666,121.02664,2025-04-23,0.0
P09,14.4666,121.02664,2025-04-30,0.0
P09,14.4666,121.02664,2025-05-07,3.13
P09,14.4666,121.02664,2025-05-14,0.0
P09,14.4666,121.02664,2025-05-21,0.0
P09,14.4666,121.02664,2025-05-28,2.59
P09,14.4666,121.02664,2025-06-04,3.59
P09,14.4666,121.02664,2025-06-11,1.38
P09,14.4666,121.02664,2025-06-18,7.86
P09,14.4666,121.02664,2025-06-25,0.69
P10,14.4665,121.0475,2025-01-01,3.81
P10,14.4665,121.0475,2025-01-08,0.33
P10,14.4665,121.0475,2025-01-15,0.23
P10,14.4665,121.0475,2025-01-22,0.0
P10,14.4665,121.0475,2025-01-29,0.0
P10,14.4665,121.0475,2025-02-05,0.0
P10,14.4665,121.0475,2025-02-12,0.0
P10,14.4665,121.0475,2025-02-19,0.0
P10,14.4665,121.0475,2025-02-26,0.0
P10,14.4665,121.0475,2025-03-05,0.0
P10,14.4665,121.0475,2025-03-12,0.0
P10,14.4665,121.0475,2025-03-19,0.0
P10,14.4665,121.0475,2025-03-26,0.0
P10,14.4665,121.0475,2025-04-02,0.0
P10,14.4665,121.0475,2025-04-09,0.0
P10,14.4665,121.0475,2025-04-16,0.0
P10,14.4665,121.0475,2025-04-23,0.0
P10,14.4665,121.0475,2025-04-30,0.0
P10,14.4665,121.0475,2025-05-07,0.0
P10,14.4665,121.0475,2025-05-14,0.0
P10,14.4665,121.0475,2025-05-21,0.0
P10,14.4665,121.0475,2025-05-28,0.43
P10,14.4665,121.0475,2025-06-04,3.34
P10,14.4665,121.0475,2025-06-11,0.0
P10,14.4665,121.0475,2025-06-18,6.31
P10,14.4665,121.0475,2025-06-25,0.93
P11,14.5063,121.0056,2025-01-01,2.68
P11,14.5063,121.0056,2025-01-08,2.2
P11,14.5063,121.0056,2025-01-15,0.29
P11,14.5063,121.0056,2025-01-22,0.0
P11,14.5063,121.0056,2025-01-29,0.0
P11,14.5063,121.0056,2025-02-05,0.0
P11,14.5063,121.0056,2025-02-12,0.0
P11,14.5063,121.0056,2025-02-19,0.0
P11,14.5063,121.0056,2025-02-26,0.0
P11,14.5063,121.0056,2025-03-05,0.0
P11,14.5063,121.0056,2025-03-12,0.0
P11,14.5063,121.0056,2025-03-19,0.0
P11,14.5063,121.0056,2025-03-26,0.0
P11,14.5063,121.0056,2025-04-02,0.0
P11,14.5063,121.0056,2025-04-09,0.0
P11,14.5063,121.0056,2025-04-16,0.0
P11,14.5063,121.0056,2025-04-23,0.0
P11,14.5063,121.0056,2025-04-30,0.0
P11,14.5063,121.0056,2025-05-07,2.06
P11,14.5063,121.0056,2025-05-14,0.12
P11,14.5063,121.0056,2025-05-21,0.0
P11,14.5063,121.0056,2025-05-28,2.37
P11,14.5063,121.0056,2025-06-04,0.87
P11,14.5063,121.0056,2025-06-11,0.32
P11,14.5063,121.0056,2025-06-18,23.07
P11,14.5063,121.0056,2025-06-25,1.02
P12,14.5063,121.0266,2025-01-01,2.68
P12,14.5063,121.0266,2025-01-08,2.2
P12,14.5063,121.0266,2025-01-15,0.29
P12,14.5063,121.0266,2025-01-22,0.0
P12,14.5063,121.0266,2025-01-29,0.0
P12,14.5063,121.0266,2025-02-05,0.0
P12,14.5063,121.0266,2025-02-12,0.0
P12,14.5063,121.0266,2025-02-19,0.0
P12,14.5063,121.0266,2025-02-26,0.0
P12,14.5063,121.0266,2025-03-05,0.0
P12,14.5063,121.0266,2025-03-12,0.0
P12,14.5063,121.0266,2025-03-19,0.0
P12,14.5063,121.0266,2025-03-26,0.0
P12,14.5063,121.0266,2025-04-02,0.0
P12,14.5063,121.0266,2025-04-09,0.0
P12,14.5063,121.0266,2025-04-16,0.0
P12,14.5063,121.0266,2025-04-23,0.0
P12,14.5063,121.0266,2025-04-30,0.0
P12,14.5063,121.0266,2025-05-07,2.06
P12,14.5063,121.0266,2025-05-14,0.12
P12,14.5063,121.0266,2025-05-21,0.0
P12,14.5063,121.0266,2025-05-28,2.37
P12,14.5063,121.0266,2025-06-04,0.87
P12,14.5063,121.0266,2025-06-11,0.32
P12,14.5063,121.0266,2025-06-18,23.07
P12,14.5063,121.0266,2025-06-25,1.02
P13,14.5063,121.0475,2025-01-01,2.68
P13,14.5063,121.0475,2025-01-08,2.2
P13,14.5063,121.0475,2025-01-15,0.29
P13,14.5063,121.0475,2025-01-22,0.0
P13,14.5063,121.0475,2025-01-29,0.0
P13,14.5063,121.0475,2025-02-05,0.0
P13,14.5063,121.0475,2025-02-12,0.0
P13,14.5063,121.0475,2025-02-19,0.0
P13,14.5063,121.0475,2025-02-26,0.0
P13,14.5063,121.0475,2025-03-05,0.0
P13,14.5063,121.0475,2025-03-12,0.0
P13,14.5063,121.0475,2025-03-19,0.0
P13,14.5063,121.0475,2025-03-26,0.0
P13,14.5063,121.0475,2025-04-02,0.0
P13,14.5063,121.0475,2025-04-09,0.0
P13,14.5063,121.0475,2025-04-16,0.0
P13,14.5063,121.0475,2025-04-23,0.0
P13,14.5063,121.0475,2025-04-30,0.0
P13,14.5063,121.0475,2025-05-07,2.06
P13,14.5063,121.0475,2025-05-14,0.12
P13,14.5063,121.0475,2025-05-21,0.0
P13,14.5063,121.0475,2025-05-28,2.37
P13,14.5063,121.0475,2025-06-04,0.87
P13,14.5063,121.0475,2025-06-11,0.32
P13,14.5063,121.0475,2025-06-18,23.07
P13,14.5063,121.0475,2025-06-25,1.02
P14,14.546,121.0056,2025-01-01,2.68
P14,14.546,121.0056,2025-01-08,2.2
P14,14.546,121.0056,2025-01-15,0.29
P14,14.546,121.0056,2025-01-22,0.0
P14,14.546,121.0056,2025-01-29,0.0
P14,14.546,121.0056,2025-02-05,0.0
P14,14.546,121.0056,2025-02-12,0.0
P14,14.546,121.0056,2025-02-19,0.0
P14,14.546,121.0056,2025-02-26,0.0
P14,14.546,121.0056,2025-03-05,0.0
P14,14.546,121.0056,2025-03-12,0.0
P14,14.546,121.0056,2025-03-19,0.0
P14,14.546,121.0056,2025-03-26,0.0
P14,14.546,121.0056,2025-04-02,0.0
P14,14.546,121.0056,2025-04-09,0.0
P14,14.546,121.0056,2025-04-16,0.0
P14,14.546,121.0056,2025-04-23,0.0
P14,14.546,121.0056,2025-04-30,0.0
P14,14.546,121.0056,2025-05-07,2.06
P14,14.546,121.0056,2025-05-14,0.12
P14,14.546,121.0056,2025-05-21,0.0
P14,14.546,121.0056,2025-05-28,2.37
P14,14.546,121.0056,2025-06-04,0.87
P14,14.546,121.0056,2025-06-11,0.32
P14,14.546,121.0056,2025-06-18,23.07
P14,14.546,121.0056,2025-06-25,1.02
P15,14.546,121.0266,2025-01-01,2.68
P15,14.546,121.0266,2025-01-08,2.2
P15,14.546,121.0266,2025-01-15,0.29
P15,14.546,121.0266,2025-01-22,0.0
P15,14.546,121.0266,2025-01-29,0.0
P15,14.546,121.0266,2025-02-05,0.0
P15,14.546,121.0266,2025-02-12,0.0
P15,14.546,121.0266,2025-02-19,0.0
P15,14.546,121.0266,2025-02-26,0.0
P15,14.546,121.0266,2025-03-05,0.0
P15,14.546,121.0266,2025-03-12,0.0
P15,14.546,121.0266,2025-03-19,0.0
P15,14.546,121.0266,2025-03-26,0.0
P15,14.546,121.0266,2025-04-02,0.0
P15,14.546,121.0266,2025-04-09,0.0
P15,14.546,121.0266,2025-04-16,0.0
P15,14.546,121.0266,2025-04-23,0.0
P15,14.546,121.0266,2025-04-30,0.0
P15,14.546,121.0266,2025-05-07,2.06
P15,14.546,121.0266,2025-05-14,0.12
P15,14.546,121.0266,2025-05-21,0.0
P15,14.546,121.0266,2025-05-28,2.37
P15,14.546,121.0266,2025-06-04,0.87
P15,14.546,121.0266,2025-06-11,0.32
P15,14.546,121.0266,2025-06-18,23.07
P15,14.546,121.0266,2025-06-25,1.02
P16,14.5461,121.0484,2025-01-01,2.68
P16,14.5461,121.0484,2025-01-08,2.2
P16,14.5461,121.0484,2025-01-15,0.29
P16,14.5461,121.0484,2025-01-22,0.0
P16,14.5461,121.0484,2025-01-29,0.0
P16,14.5461,121.0484,2025-02-05,0.0
P16,14.5461,121.0484,2025-02-12,0.0
P16,14.5461,121.0484,2025-02-19,0.0
P16,14.5461,121.0484,2025-02-26,0.0
P16,14.5461,121.0484,2025-03-05,0.0
P16,14.5461,121.0484,2025-03-12,0.0
P16,14.5461,121.0484,2025-03-19,0.0
P16,14.5461,121.0484,2025-03-26,0.0
P16,14.5461,121.0484,2025-04-02,0.0
P16,14.5461,121.0484,2025-04-09,0.0
P16,14.5461,121.0484,2025-04-16,0.0
P16,14.5461,121.0484,2025-04-23,0.0
P16,14.5461,121.0484,2025-04-30,0.0
P16,14.5461,121.0484,2025-05-07,2.06
P16,14.5461,121.0484,2025-05-14,0.12
P16,14.5461,121.0484,2025-05-21,0.0
P16,14.5461,121.0484,2025-05-28,2.37
P16,14.5461,121.0484,2025-06-04,0.87
P16,14.5461,121.0484,2025-06-11,0.32
P16,14.5461,121.0484,2025-06-18,23.07
P16,14.5461,121.0484,2025-06-25,1.02
P17,14.546,121.0684,2025-01-01,2.68
P17,14.546,121.0684,2025-01-08,2.2
P17,14.546,121.0684,2025-01-15,0.29
P17,14.546,121.0684,2025-01-22,0.0
P17,14.546,121.0684,2025-01-29,0.0
P17,14.546,121.0684,2025-02-05,0.0
P17,14.546,121.0684,2025-02-12,0.0
P17,14.546,121.0684,2025-02-19,0.0
P17,14.546,121.0684,2025-02-26,0.0
P17,14.546,121.0684,2025-03-05,0.0
P17,14.546,121.0684,2025-03-12,0.0
P17,14.546,121.0684,2025-03-19,0.0
P17,14.546,121.0684,2025-03-26,0.0
P17,14.546,121.0684,2025-04-02,0.0
P17,14.546,121.0684,2025-04-09,0.0
P17,14.546,121.0684,2025-04-16,0.0
P17,14.546,121.0684,2025-04-23,0.0
P17,14.546,121.0684,2025-04-30,0.0
P17,14.546,121.0684,2025-05-07,2.06
P17,14.546,121.0684,2025-05-14,0.12
P17,14.546,121.0684,2025-05-21,0.0
P17,14.546,121.0684,2025-05-28,2.37
P17,14.546,121.0684,2025-06-04,0.87
P17,14.546,121.0684,2025-06-11,0.32
P17,14.546,121.0684,2025-06-18,23.07
P17,14.546,121.0684,2025-06-25,1.02
P18,14.546,121.0893,2025-01-01,2.9
P18,14.546,121.0893,2025-01-08,1.58
P18,14.546,121.0893,2025-01-15,0.15
P18,14.546,121.0893,2025-01-22,0.0
P18,14.546,121.0893,2025-01-29,0.0
P18,14.546,121.0893,2025-02-05,0.0
P18,14.546,121.0893,2025-02-12,0.0
P18,14.546,121.0893,2025-02-19,0.0
P18,14.546,121.0893,2025-02-26,0.0
P18,14.546,121.0893,2025-03-05,0.0
P18,14.546,121.0893,2025-03-12,0.0
P18,14.546,121.0893,2025-03-19,0.0
P18,14.546,121.0893,2025-03-26,0.0
P18,14.546,121.0893,2025-04-02,0.0
P18,14.546,121.0893,2025-04-09,0.0
P18,14.546,121.0893,2025-04-16,0.0
P18,14.546,121.0893,2025-04-23,0.0
P18,14.546,121.0893,2025-04-30,0.0
P18,14.546,121.0893,2025-05-07,0.21
P18,14.546,121.0893,2025-05-14,0.1
P18,14.546,121.0893,2025-05-21,0.0
P18,14.546,121.0893,2025-05-28,1.94
P18,14.546,121.0893,2025-06-04,0.84
P18,14.546,121.0893,2025-06-11,0.23
P18,14.546,121.0893,2025-06-18,26.6
P18,14.546,121.0893,2025-06-25,1.33
P19,14.5858,120.9847,2025-01-01,1.9
P19,14.5858,120.9847,2025-01-08,1.71
P19,14.5858,120.9847,2025-01-15,0.64
P19,14.5858,120.9847,2025-01-22,0.0
P19,14.5858,120.9847,2025-01-29,0.0
P19,14.5858,120.9847,2025-02-05,0.0
P19,14.5858,120.9847,2025-02-12,0.0
P19,14.5858,120.9847,2025-02-19,0.0
P19,14.5858,120.9847,2025-02-26,0.0
P19,14.5858,120.9847,2025-03-05,0.0
P19,14.5858,120.9847,2025-03-12,0.0
P19,14.5858,120.9847,2025-03-19,0.0
P19,14.5858,120.9847,2025-03-26,0.0
P19,14.5858,120.9847,2025-04-02,0.0
P19,14.5858,120.9847,2025-04-09,0.0
P19,14.5858,120.9847,2025-04-16,0.0
P19,14.5858,120.9847,2025-04-23,0.0
P19,14.5858,120.9847,2025-04-30,0.0
P19,14.5858,120.9847,2025-05-07,6.11
P19,14.5858,120.9847,2025-05-14,0.0
P19,14.5858,120.9847,2025-05-21,0.0
P19,14.5858,120.9847,2025-05-28,1.63
P19,14.5858,120.9847,2025-06-04,0.56
P19,14.5858,120.9847,2025-06-11,1.78
P19,14.5858,120.9847,2025-06-18,19.19
P19,14.5858,120.9847,2025-06-25,0.41
P20,14.5858,121.0056,2025-01-01,1.9
P20,14.5858,121.0056,2025-01-08,1.71
P20,14.5858,121.0056,2025-01-15,0.64
P20,14.5858,121.0056,2025-01-22,0.0
P20,14.5858,121.0056,2025-01-29,0.0
P20,14.5858,121.0056,2025-02-05,0.0
P20,14.5858,121.0056,2025-02-12,0.0
P20,14.5858,121.0056,2025-02-19,0.0
P20,14.5858,121.0056,2025-02-26,0.0
P20,14.5858,121.0056,2025-03-05,0.0
P20,14.5858,121.0056,2025-03-12,0.0
P20,14.5858,121.0056,2025-03-19,0.0
P20,14.5858,121.0056,2025-03-26,0.0
P20,14.5858,121.0056,2025-04-02,0.0
P20,14.5858,121.0056,2025-04-09,0.0
P20,14.5858,121.0056,2025-04-16,0.0
P20,14.5858,121.0056,2025-04-23,0.0
P20,14.5858,121.0056,2025-04-30,0.0
P20,14.5858,121.0056,2025-05-07,6.11
P20,14.5858,121.0056,2025-05-14,0.0
P20,14.5858,121.0056,2025-05-21,0.0
P20,14.5858,121.0056,2025-05-28,1.63
P20,14.5858,121.0056,2025-06-04,0.56
P20,14.5858,121.0056,2025-06-11,1.78
P20,14.5858,121.0056,2025-06-18,19.19
P20,14.5858,121.0056,2025-06-25,0.41
P21,14.5858,121.0266,2025-01-01,2.68
P21,14.5858,121.0266,2025-01-08,2.2
P21,14.5858,121.0266,2025-01-15,0.29
P21,14.5858,121.0266,2025-01-22,0.0
P21,14.5858,121.0266,2025-01-29,0.0
P21,14.5858,121.0266,2025-02-05,0.0
P21,14.5858,121.0266,2025-02-12,0.0
P21,14.5858,121.0266,2025-02-19,0.0
P21,14.5858,121.0266,2025-02-26,0.0
P21,14.5858,121.0266,2025-03-05,0.0
P21,14.5858,121.0266,2025-03-12,0.0
P21,14.5858,121.0266,2025-03-19,0.0
P21,14.5858,121.0266,2025-03-26,0.0
P21,14.5858,121.0266,2025-04-02,0.0
P21,14.5858,121.0266,2025-04-09,0.0
P21,14.5858,121.0266,2025-04-16,0.0
P21,14.5858,121.0266,2025-04-23,0.0
P21,14.5858,121.0266,2025-04-30,0.0
P21,14.5858,121.0266,2025-05-07,2.06
P21,14.5858,121.0266,2025-05-14,0.12
P21,14.5858,121.0266,2025-05-21,0.0
P21,14.5858,121.0266,2025-05-28,2.37
P21,14.5858,121.0266,2025-06-04,0.87
P21,14.5858,121.0266,2025-06-11,0.32
P21,14.5858,121.0266,2025-06-18,23.07
P21,14.5858,121.0266,2025-06-25,1.02
P22,14.5863,121.0483,2025-01-01,2.68
P22,14.5863,121.0483,2025-01-08,2.2
P22,14.5863,121.0483,2025-01-15,0.29
P22,14.5863,121.0483,2025-01-22,0.0
P22,14.5863,121.0483,2025-01-29,0.0
P22,14.5863,121.0483,2025-02-05,0.0
P22,14.5863,121.0483,2025-02-12,0.0
P22,14.5863,121.0483,2025-02-19,0.0
P22,14.5863,121.0483,2025-02-26,0.0
P22,14.5863,121.0483,2025-03-05,0.0
P22,14.5863,121.0483,2025-03-12,0.0
P22,14.5863,121.0483,2025-03-19,0.0
P22,14.5863,121.0483,2025-03-26,0.0
P22,14.5863,121.0483,2025-04-02,0.0
P22,14.5863,121.0483,2025-04-09,0.0
P22,14.5863,121.0483,2025-04-16,0.0
P22,14.5863,121.0483,2025-04-23,0.0
P22,14.5863,121.0483,2025-04-30,0.0
P22,14.5863,121.0483,2025-05-07,2.06
P22,14.5863,121.0483,2025-05-14,0.12
P22,14.5863,121.0483,2025-05-21,0.0
P22,14.5863,121.0483,2025-05-28,2.37
P22,14.5863,121.0483,2025-06-04,0.87
P22,14.5863,121.0483,2025-06-11,0.32
P22,14.5863,121.0483,2025-06-18,23.07
P22,14.5863,121.0483,2025-06-25,1.02
P23,14.5858,121.0684,2025-01-01,2.68
P23,14.5858,121.0684,2025-01-08,2.2
P23,14.5858,121.0684,2025-01-15,0.29
P23,14.5858,121.0684,2025-01-22,0.0
P23,14.5858,121.0684,2025-01-29,0.0
P23,14.5858,121.0684,2025-02-05,0.0
P23,14.5858,121.0684,2025-02-12,0.0
P23,14.5858,121.0684,2025-02-19,0.0
P23,14.5858,121.0684,2025-02-26,0.0
P23,14.5858,121.0684,2025-03-05,0.0
P23,14.5858,121.0684,2025-03-12,0.0
P23,14.5858,121.0684,2025-03-19,0.0
P23,14.5858,121.0684,2025-03-26,0.0
