point_id,latitude,longitude,timestamp,precipitation_total,source,SPI,SPI_norm,SPI_class
P119,14.639607320234257,121.04366219209513,2025-10-19T06:00:00,0.0,synthetic,-0.36853743028487873,0.43857709495252023,normal
P119,14.639607320234257,121.04366219209513,2025-10-19T07:00:00,0.0,synthetic,-0.36853743028487873,0.43857709495252023,normal
P119,14.639607320234257,121.04366219209513,2025-10-19T08:00:00,12.91,synthetic,0.6113200619972552,0.6018866769995426,wet
P119,14.639607320234257,121.04366219209513,2025-10-19T09:00:00,18.44,synthetic,1.0310421326649701,0.6718403554441617,wet
P119,14.639607320234257,121.04366219209513,2025-10-19T10:00:00,0.0,synthetic,-0.36853743028487873,0.43857709495252023,normal
P119,14.639607320234257,121.04366219209513,2025-10-19T11:00:00,0.0,synthetic,-0.36853743028487873,0.43857709495252023,normal
P119,14.639607320234257,121.04366219209513,2025-10-19T12:00:00,0.78,synthetic,-0.30933612556140355,0.4484439790730994,normal
P119,14.639607320234257,121.04366219209513,2025-10-19T13:00:00,0.0,synthetic,-0.36853743028487873,0.43857709495252023,normal
P119,14.639607320234257,121.04366219209513,2025-10-19T14:00:00,2.41,synthetic,-0.18562057851106442,0.4690632369148226,normal
P119,14.639607320234257,121.04366219209513,2025-10-19T15:00:00,15.56,synthetic,0.8124526998398313,0.6354087833066385,wet
P119,14.639607320234257,121.04366219209513,2025-10-19T16:00:00,22.72,synthetic,1.3558903175578851,0.7259817195929809,wet
P119,14.639607320234257,121.04366219209513,2025-10-19T17:00:00,9.62,synthetic,0.36161199463798166,0.5602686657729969,normal
P119,14.639607320234257,121.04366219209513,2025-10-19T18:00:00,0.0,synthetic,-0.36853743028487873,0.43857709495252023,normal
P119,14.639607320234257,121.04366219209513,2025-10-19T19:00:00,4.38,synthetic,-0.0360993345299797,0.49398344424500334,normal
P119,14.639607320234257,121.04366219209513,2025-10-19T20:00:00,25.47,synthetic,1.564612866262445,0.7607688110437408,very_wet
P119,14.639607320234257,121.04366219209513,2025-10-19T21:00:00,6.0,synthetic,0.08685722143416105,0.5144762035723601,normal
P119,14.639607320234257,121.04366219209513,2025-10-19T22:00:00,0.92,synthetic,-0.29871025035462595,0.450214958274229,normal
P119,14.639607320234257,121.04366219209513,2025-10-19T23:00:00,1.96,synthetic,-0.21977517738999242,0.4633708037683346,normal
P119,14.639607320234257,121.04366219209513,2025-10-20T00:00:00,9.56,synthetic,0.35705804812079134,0.5595096746867986,normal
P119,14.639607320234257,121.04366219209513,2025-10-20T01:00:00,0.0,synthetic,-0.36853743028487873,0.43857709495252023,normal
P119,14.639607320234257,121.04366219209513,2025-10-20T02:00:00,0.0,synthetic,-0.36853743028487873,0.43857709495252023,normal
P119,14.639607320234257,121.04366219209513,2025-10-20T03:00:00,16.92,synthetic,0.9156754875628135,0.652612581260469,wet
P119,14.639607320234257,121.04366219209513,2025-10-20T04:00:00,0.0,synthetic,-0.36853743028487873,0.43857709495252023,normal
P119,14.639607320234257,121.04366219209513,2025-10-20T05:00:00,6.13,synthetic,0.09672410555474023,0.5161206842591234,normal
P119,14.639607320234257,121.04366219209513,2025-10-20T06:00:00,17.62,synthetic,0.9688048635967015,0.6614674772661169,wet
P119,14.639607320234257,121.04366219209513,2025-10-20T07:00:00,0.0,synthetic,-0.36853743028487873,0.43857709495252023,normal
P119,14.639607320234257,121.04366219209513,2025-10-20T08:00:00,0.54,synthetic,-0.32755191163016517,0.44540801472830577,normal
P119,14.639607320234257,121.04366219209513,2025-10-20T09:00:00,0.0,synthetic,-0.36853743028487873,0.43857709495252023,normal
P119,14.639607320234257,121.04366219209513,2025-10-20T10:00:00,8.3,synthetic,0.26142517125979303,0.5435708618766322,normal
P119,14.639607320234257,121.04366219209513,2025-10-20T11:00:00,0.0,synthetic,-0.36853743028487873,0.43857709495252023,normal
P119,14.639607320234257,121.04366219209513,2025-10-20T12:00:00,0.0,synthetic,-0.36853743028487873,0.43857709495252023,normal
P101,14.618251026210633,121.00081747993669,2025-10-19T06:00:00,2.73,synthetic,-0.16133286375271563,0.4731111893745474,normal
P101,14.618251026210633,121.00081747993669,2025-10-19T07:00:00,10.18,synthetic,0.40411549546509207,0.5673525825775153,normal
P101,14.618251026210633,121.00081747993669,2025-10-19T08:00:00,8.25,synthetic,0.25763021582880097,0.5429383693048001,normal
P101,14.618251026210633,121.00081747993669,2025-10-19T09:00:00,3.87,synthetic,-0.07480787992609807,0.487532020012317,normal
P101,14.618251026210633,121.00081747993669,2025-10-19T10:00:00,0.0,synthetic,-0.36853743028487873,0.43857709495252023,normal
P101,14.618251026210633,121.00081747993669,2025-10-19T11:00:00,0.0,synthetic,-0.36853743028487873,0.43857709495252023,normal
P101,14.618251026210633,121.00081747993669,2025-10-19T12:00:00,0.0,synthetic,-0.36853743028487873,0.43857709495252023,normal
P101,14.618251026210633,121.00081747993669,2025-10-19T13:00:00,37.31,synthetic,2.4632583123213503,0.9105430520535585,very_wet
P101,14.618251026210633,121.00081747993669,2025-10-19T14:00:00,0.0,synthetic,-0.36853743028487873,0.43857709495252023,normal
P101,14.618251026210633,121.00081747993669,2025-10-19T15:00:00,8.83,synthetic,0.30165169882830817,0.5502752831380514,normal
P101,14.618251026210633,121.00081747993669,2025-10-19T16:00:00,19.91,synthetic,1.1426138223361348,0.6904356370560225,wet
P101,14.618251026210633,121.00081747993669,2025-10-19T17:00:00,14.76,synthetic,0.7517334129439592,0.6252889021573266,wet
P101,14.618251026210633,121.00081747993669,2025-10-19T18:00:00,23.34,synthetic,1.402947764902186,0.7338246274836977,wet
P101,14.618251026210633,121.00081747993669,2025-10-19T19:00:00,0.0,synthetic,-0.36853743028487873,0.43857709495252023,normal
P101,14.618251026210633,121.00081747993669,2025-10-19T20:00:00,0.0,synthetic,-0.36853743028487873,0.43857709495252023,normal
P101,14.618251026210633,121.00081747993669,2025-10-19T21:00:00,0.0,synthetic,-0.36853743028487873,0.43857709495252023,normal
P101,14.618251026210633,121.00081747993669,2025-10-19T22:00:00,0.0,synthetic,-0.36853743028487873,0.43857709495252023,normal
P101,14.618251026210633,121.00081747993669,2025-10-19T23:00:00,0.0,synthetic,-0.36853743028487873,0.43857709495252023,normal
P101,14.618251026210633,121.00081747993669,2025-10-20T00:00:00,0.0,synthetic,-0.36853743028487873,0.43857709495252023,normal
P101,14.618251026210633,121.00081747993669,2025-10-20T01:00:00,0.0,synthetic,-0.36853743028487873,0.43857709495252023,normal
P101,14.618251026210633,121.00081747993669,2025-10-20T02:00:00,0.0,synthetic,-0.36853743028487873,0.43857709495252023,normal
P101,14.618251026210633,121.00081747993669,2025-10-20T03:00:00,0.61,synthetic,-0.3222389740267763,0.44629350432887066,normal
P101,14.618251026210633,121.00081747993669,2025-10-20T04:00:00,15.57,synthetic,0.8132116909260294,0.6355352818210048,wet
P101,14.618251026210633,121.00081747993669,2025-10-20T05:00:00,0.0,synthetic,-0.36853743028487873,0.43857709495252023,normal
P101,14.618251026210633,121.00081747993669,2025-10-20T06:00:00,0.0,synthetic,-0.36853743028487873,0.43857709495252023,normal
P101,14.618251026210633,121.00081747993669,2025-10-20T07:00:00,7.29,synthetic,0.1847670715537546,0.5307945119256258,normal
P101,14.618251026210633,121.00081747993669,2025-10-20T08:00:00,8.28,synthetic,0.25990718908739613,0.5433178648478993,normal
P101,14.618251026210633,121.00081747993669,2025-10-20T09:00:00,15.16,synthetic,0.7820930563918951,0.6303488427319826,wet
P101,14.618251026210633,121.00081747993669,2025-10-20T10:00:00,11.73,synthetic,0.5217591138258441,0.5869598523043074,wet
P101,14.618251026210633,121.00081747993669,2025-10-20T11:00:00,8.77,synthetic,0.29709775231111774,0.5495162920518529,normal
P101,14.618251026210633,121.00081747993669,2025-10-20T12:00:00,0.0,synthetic,-0.36853743028487873,0.43857709495252023,normal
P173,14.701194499848134,121.06477544618612,2025-10-19T06:00:00,7.92,synthetic,0.23258350998425378,0.538763918330709,normal
P173,14.701194499848134,121.06477544618612,2025-10-19T07:00:00,0.0,synthetic,-0.36853743028487873,0.43857709495252023,normal
P173,14.701194499848134,121.06477544618612,2025-10-19T08:00:00,0.0,synthetic,-0.36853743028487873,0.43857709495252023,normal
P173,14.701194499848134,121.06477544618612,2025-10-19T09:00:00,29.44,synthetic,1.8659323274832098,0.8109887212472016,very_wet
P173,14.701194499848134,121.06477544618612,2025-10-19T10:00:00,11.1,synthetic,0.47394267539534485,0.5789904458992242,normal
P173,14.701194499848134,121.06477544618612,2025-10-19T11:00:00,0.0,synthetic,-0.36853743028487873,0.43857709495252023,normal
P173,14.701194499848134,121.06477544618612,2025-10-19T12:00:00,15.23,synthetic,0.7874059939952839,0.6312343323325473,wet
P173,14.701194499848134,121.06477544618612,2025-10-19T13:00:00,17.55,synthetic,0.9634919259933126,0.6605819876655521,wet
P173,14.701194499848134,121.06477544618612,2025-10-19T14:00:00,10.29,synthetic,0.41246439741327445,0.5687440662355457,normal
P173,14.701194499848134,121.06477544618612,2025-10-19T15:00:00,1.62,synthetic,-0.245580874320738,0.459069854279877,normal
P173,14.701194499848134,121.06477544618612,2025-10-19T16:00:00,0.0,synthetic,-0.36853743028487873,0.43857709495252023,normal
P173,14.701194499848134,121.06477544618612,2025-10-19T17:00:00,3.84,synthetic,-0.07708485318469328,0.4871525244692178,normal
P173,14.701194499848134,121.06477544618612,2025-10-19T18:00:00,9.35,synthetic,0.3411192353106249,0.5568532058851041,normal
P173,14.701194499848134,121.06477544618612,2025-10-19T19:00:00,5.03,synthetic,0.013235086072916302,0.5022058476788194,normal
P173,14.701194499848134,121.06477544618612,2025-10-19T20:00:00,24.01,synthetic,1.4538001676774788,0.7423000279462464,wet
P173,14.701194499848134,121.06477544618612,2025-10-19T21:00:00,13.1,synthetic,0.6257408926350249,0.6042901487725042,wet
P173,14.701194499848134,121.06477544618612,2025-10-19T22:00:00,0.0,synthetic,-0.36853743028487873,0.43857709495252023,normal
P173,14.701194499848134,121.06477544618612,2025-10-19T23:00:00,0.0,synthetic,-0.36853743028487873,0.43857709495252023,normal
P173,14.701194499848134,121.06477544618612,2025-10-20T00:00:00,11.21,synthetic,0.48229157734352734,0.5803819295572545,normal
P173,14.701194499848134,121.06477544618612,2025-10-20T01:00:00,0.0,synthetic,-0.36853743028487873,0.43857709495252023,normal
P173,14.701194499848134,121.06477544618612,2025-10-20T02:00:00,14.26,synthetic,0.7137838586340393,0.6189639764390066,wet
P173,14.701194499848134,121.06477544618612,2025-10-20T03:00:00,11.09,synthetic,0.4731836843091465,0.5788639473848577,normal
P173,14.701194499848134,121.06477544618612,2025-10-20T04:00:00,3.9,synthetic,-0.07253090666750288,0.4879115155554162,normal
P173,14.701194499848134,121.06477544618612,2025-10-20T05:00:00,0.0,synthetic,-0.36853743028487873,0.43857709495252023,normal
P173,14.701194499848134,121.06477544618612,2025-10-20T06:00:00,0.0,synthetic,-0.36853743028487873,0.43857709495252023,normal
P173,14.701194499848134,121.06477544618612,2025-10-20T07:00:00,7.68,synthetic,0.21436772391549216,0.5357279539859153,normal
P173,14.701194499848134,121.06477544618612,2025-10-20T08:00:00,0.0,synthetic,-0.36853743028487873,0.43857709495252023,normal
P173,14.701194499848134,121.06477544618612,2025-10-20T09:00:00,0.0,synthetic,-0.36853743028487873,0.43857709495252023,normal
P173,14.701194499848134,121.06477544618612,2025-10-20T10:00:00,6.88,synthetic,0.15364843701962022,0.5256080728366034,normal
P173,14.701194499848134,121.06477544618612,2025-10-20T11:00:00,5.62,synthetic,0.058015560158621866,0.509669260026437,normal
P173,14.701194499848134,121.06477544618612,2025-10-20T12:00:00,0.0,synthetic,-0.36853743028487873,0.43857709495252023,normal
P160,14.680300001937043,121.1092,2025-10-19T06:00:00,19.13,synthetic,1.0834125176126597,0.6805687529354433,wet
P160,14.680300001937043,121.1092,2025-10-19T07:00:00,18.74,synthetic,1.053811865250922,0.6756353108751537,wet
P160,14.680300001937043,121.1092,2025-10-19T08:00:00,11.64,synthetic,0.5149281940500585,0.5858213656750098,wet
P160,14.680300001937043,121.1092,2025-10-19T09:00:00,11.62,synthetic,0.5134102118776616,0.5855683686462769,wet
P160,14.680300001937043,121.1092,2025-10-19T10:00:00,11.64,synthetic,0.5149281940500585,0.5858213656750098,wet
P160,14.680300001937043,121.1092,2025-10-19T11:00:00,55.62,synthetic,3.85297099115062,1.0,very_wet
P160,14.680300001937043,121.1092,2025-10-19T12:00:00,17.42,synthetic,0.9536250418727336,0.658937506978789,wet
P160,14.680300001937043,121.1092,2025-10-19T13:00:00,13.44,synthetic,0.6515465895657704,0.6085910982609617,wet
P160,14.680300001937043,121.1092,2025-10-19T14:00:00,0.0,synthetic,-0.36853743028487873,0.43857709495252023,normal
P160,14.680300001937043,121.1092,2025-10-19T15:00:00,0.0,synthetic,-0.36853743028487873,0.43857709495252023,normal
P160,14.680300001937043,121.1092,2025-10-19T16:00:00,35.35,synthetic,2.314496059426464,0.885749343237744,very_wet
P160,14.680300001937043,121.1092,2025-10-19T17:00:00,0.0,synthetic,-0.36853743028487873,0.43857709495252023,normal
P160,14.680300001937043,121.1092,2025-10-19T18:00:00,0.0,synthetic,-0.36853743028487873,0.43857709495252023,normal
P160,14.680300001937043,121.1092,2025-10-19T19:00:00,19.2,synthetic,1.0887254552160484,0.6814542425360081,wet
P160,14.680300001937043,121.1092,2025-10-19T20:00:00,0.0,synthetic,-0.36853743028487873,0.43857709495252023,normal
P160,14.680300001937043,121.1092,2025-10-19T21:00:00,0.0,synthetic,-0.36853743028487873,0.43857709495252023,normal
P160,14.680300001937043,121.1092,2025-10-19T22:00:00,5.46,synthetic,0.045871702779447465,0.5076452837965746,normal
P160,14.680300001937043,121.1092,2025-10-19T23:00:00,0.0,synthetic,-0.36853743028487873,0.43857709495252023,normal
P160,14.680300001937043,121.1092,2025-10-20T00:00:00,0.0,synthetic,-0.36853743028487873,0.43857709495252023,normal
P160,14.680300001937043,121.1092,2025-10-20T01:00:00,7.31,synthetic,0.18628505372615137,0.5310475089543586,normal
P160,14.680300001937043,121.1092,2025-10-20T02:00:00,0.0,synthetic,-0.36853743028487873,0.43857709495252023,normal
P160,14.680300001937043,121.1092,2025-10-20T03:00:00,3.34,synthetic,-0.11503440749461327,0.4808275987508978,normal
P160,14.680300001937043,121.1092,2025-10-20T04:00:00,11.51,synthetic,0.5050613099294793,0.5841768849882466,wet
P160,14.680300001937043,121.1092,2025-10-20T05:00:00,0.0,synthetic,-0.36853743028487873,0.43857709495252023,normal
P160,14.680300001937043,121.1092,2025-10-20T06:00:00,0.0,synthetic,-0.36853743028487873,0.43857709495252023,normal
P160,14.680300001937043,121.1092,2025-10-20T07:00:00,0.0,synthetic,-0.36853743028487873,0.43857709495252023,normal
P160,14.680300001937043,121.1092,2025-10-20T08:00:00,0.0,synthetic,-0.36853743028487873,0.43857709495252023,normal
P160,14.680300001937043,121.1092,2025-10-20T09:00:00,16.95,synthetic,0.9179524608214086,0.6529920768035681,wet
P160,14.680300001937043,121.1092,2025-10-20T10:00:00,32.82,synthetic,2.1224713146182688,0.8537452191030447,very_wet
P160,14.680300001937043,121.1092,2025-10-20T11:00:00,18.46,synthetic,1.032560114837367,0.6720933524728946,wet
P160,14.680300001937043,121.1092,2025-10-20T12:00:00,0.0,synthetic,-0.36853743028487873,0.43857709495252023,normal
P157,14.680356402443136,121.0752350474022,2025-10-19T06:00:00,0.0,synthetic,-0.36853743028487873,0.43857709495252023,normal
P157,14.680356402443136,121.0752350474022,2025-10-19T07:00:00,10.7,synthetic,0.44358303194740883,0.5739305053245681,normal
P157,14.680356402443136,121.0752350474022,2025-10-19T08:00:00,0.0,synthetic,-0.36853743028487873,0.43857709495252023,normal
P157,14.680356402443136,121.0752350474022,2025-10-19T09:00:00,0.0,synthetic,-0.36853743028487873,0.43857709495252023,normal
P157,14.680356402443136,121.0752350474022,2025-10-19T10:00:00,0.0,synthetic,-0.36853743028487873,0.43857709495252023,normal
P157,14.680356402443136,121.0752350474022,2025-10-19T11:00:00,26.36,synthetic,1.6321630729341026,0.7720271788223504,very_wet
P157,14.680356402443136,121.0752350474022,2025-10-19T12:00:00,0.0,synthetic,-0.36853743028487873,0.43857709495252023,normal
P157,14.680356402443136,121.0752350474022,2025-10-19T13:00:00,23.84,synthetic,1.440897319212106,0.7401495532020177,wet
P157,14.680356402443136,121.0752350474022,2025-10-19T14:00:00,0.0,synthetic,-0.36853743028487873,0.43857709495252023,normal
P157,14.680356402443136,121.0752350474022,2025-10-19T15:00:00,0.0,synthetic,-0.36853743028487873,0.43857709495252023,normal
P157,14.680356402443136,121.0752350474022,2025-10-19T16:00:00,10.94,synthetic,0.46179881801617045,0.5769664696693617,normal
P157,14.680356402443136,121.0752350474022,2025-10-19T17:00:00,5.78,synthetic,0.07015941753779628,0.5116932362562994,normal
P157,14.680356402443136,121.0752350474022,2025-10-19T18:00:00,0.0,synthetic,-0.36853743028487873,0.43857709495252023,normal
P157,14.680356402443136,121.0752350474022,2025-10-19T19:00:00,25.75,synthetic,1.5858646166760002,0.764310769446,very_wet
P157,14.680356402443136,121.0752350474022,2025-10-19T20:00:00,0.0,synthetic,-0.36853743028487873,0.43857709495252023,normal
P157,14.680356402443136,121.0752350474022,2025-10-19T21:00:00,2.86,synthetic,-0.15146597963213645,0.47475567006131064,normal
P157,14.680356402443136,121.0752350474022,2025-10-19T22:00:00,12.61,synthetic,0.5885503294113031,0.5980917215685505,wet
P157,14.680356402443136,121.0752350474022,2025-10-19T23:00:00,0.0,synthetic,-0.36853743028487873,0.43857709495252023,normal
P157,14.680356402443136,121.0752350474022,2025-10-20T00:00:00,0.0,synthetic,-0.36853743028487873,0.43857709495252023,normal
P157,14.680356402443136,121.0752350474022,2025-10-20T01:00:00,0.0,synthetic,-0.36853743028487873,0.43857709495252023,normal
P157,14.680356402443136,121.0752350474022,2025-10-20T02:00:00,16.05,synthetic,0.8496432630635526,0.6416072105105921,wet
P157,14.680356402443136,121.0752350474022,2025-10-20T03:00:00,16.71,synthetic,0.8997366747526471,0.6499561124587745,wet
P157,14.680356402443136,121.0752350474022,2025-10-20T04:00:00,8.9,synthetic,0.30696463643169697,0.5511607727386162,normal
P157,14.680356402443136,121.0752350474022,2025-10-20T05:00:00,0.0,synthetic,-0.36853743028487873,0.43857709495252023,normal
P157,14.680356402443136,121.0752350474022,2025-10-20T06:00:00,0.0,synthetic,-0.36853743028487873,0.43857709495252023,normal
P157,14.680356402443136,121.0752350474022,2025-10-20T07:00:00,4.58,synthetic,-0.020919512806011696,0.4965134145323314,normal
P157,14.680356402443136,121.0752350474022,2025-10-20T08:00:00,6.4,synthetic,0.11721686488209707,0.5195361441470162,normal
P157,14.680356402443136,121.0752350474022,2025-10-20T09:00:00,12.06,synthetic,0.5468058196703913,0.5911343032783986,wet
P157,14.680356402443136,121.0752350474022,2025-10-20T10:00:00,2.19,synthetic,-0.20231838240742922,0.4662802695987618,normal
P157,14.680356402443136,121.0752350474022,2025-10-20T11:00:00,0.0,synthetic,-0.36853743028487873,0.43857709495252023,normal
P157,14.680356402443136,121.0752350474022,2025-10-20T12:00:00,15.57,synthetic,0.8132116909260294,0.6355352818210048,wet
P13,14.409794144917804,121.04327142870316,2025-10-19T06:00:00,22.06,synthetic,1.3057969058687906,0.7176328176447985,wet
P13,14.409794144917804,121.04327142870316,2025-10-19T07:00:00,5.13,synthetic,0.02082499693490027,0.5034708328224834,normal
P13,14.409794144917804,121.04327142870316,2025-10-19T08:00:00,9.13,synthetic,0.3244214314142602,0.5540702385690434,normal
P13,14.409794144917804,121.04327142870316,2025-10-19T09:00:00,3.14,synthetic,-0.13021422921858125,0.4782976284635698,normal
P13,14.409794144917804,121.04327142870316,2025-10-19T10:00:00,0.0,synthetic,-0.36853743028487873,0.43857709495252023,normal
P13,14.409794144917804,121.04327142870316,2025-10-19T11:00:00,32.42,synthetic,2.092111671170333,0.8486852785283888,very_wet
P13,14.409794144917804,121.04327142870316,2025-10-19T12:00:00,20.11,synthetic,1.1577936440601029,0.6929656073433504,wet
P13,14.409794144917804,121.04327142870316,2025-10-19T13:00:00,15.29,synthetic,0.7919599405124742,0.6319933234187457,wet
P13,14.409794144917804,121.04327142870316,2025-10-19T14:00:00,0.0,synthetic,-0.36853743028487873,0.43857709495252023,normal
P13,14.409794144917804,121.04327142870316,2025-10-19T15:00:00,0.0,synthetic,-0.36853743028487873,0.43857709495252023,normal
P13,14.409794144917804,121.04327142870316,2025-10-19T16:00:00,17.7,synthetic,0.9748767922862885,0.6624794653810481,wet
P13,14.409794144917804,121.04327142870316,2025-10-19T17:00:00,0.0,synthetic,-0.36853743028487873,0.43857709495252023,normal
P13,14.409794144917804,121.04327142870316,2025-10-19T18:00:00,10.3,synthetic,0.41322338849947293,0.5688705647499122,normal
P13,14.409794144917804,121.04327142870316,2025-10-19T19:00:00,0.0,synthetic,-0.36853743028487873,0.43857709495252023,normal
P13,14.409794144917804,121.04327142870316,2025-10-19T20:00:00,0.0,synthetic,-0.36853743028487873,0.43857709495252023,normal
P13,14.409794144917804,121.04327142870316,2025-10-19T21:00:00,0.0,synthetic,-0.36853743028487873,0.43857709495252023,normal
P13,14.409794144917804,121.04327142870316,2025-10-19T22:00:00,0.0,synthetic,-0.36853743028487873,0.43857709495252023,normal
P13,14.409794144917804,121.04327142870316,2025-10-19T23:00:00,7.91,synthetic,0.2318245188980554,0.5386374198163425,normal
P13,14.409794144917804,121.04327142870316,2025-10-20T00:00:00,0.0,synthetic,-0.36853743028487873,0.43857709495252023,normal
P13,14.409794144917804,121.04327142870316,2025-10-20T01:00:00,0.0,synthetic,-0.36853743028487873,0.43857709495252023,normal
P13,14.409794144917804,121.04327142870316,2025-10-20T02:00:00,0.0,synthetic,-0.36853743028487873,0.43857709495252023,normal
P13,14.409794144917804,121.04327142870316,2025-10-20T03:00:00,2.04,synthetic,-0.21370324870040522,0.46438279188326576,normal
P13,14.409794144917804,121.04327142870316,2025-10-20T04:00:00,0.0,synthetic,-0.36853743028487873,0.43857709495252023,normal
P13,14.409794144917804,121.04327142870316,2025-10-20T05:00:00,2.75,synthetic,-0.15981488158031884,0.4733641864032802,normal
P13,14.409794144917804,121.04327142870316,2025-10-20T06:00:00,0.0,synthetic,-0.36853743028487873,0.43857709495252023,normal
P13,14.409794144917804,121.04327142870316,2025-10-20T07:00:00,0.0,synthetic,-0.36853743028487873,0.43857709495252023,normal
P13,14.409794144917804,121.04327142870316,2025-10-20T08:00:00,9.11,synthetic,0.3229034492418633,0.5538172415403105,normal
P13,14.409794144917804,121.04327142870316,2025-10-20T09:00:00,0.0,synthetic,-0.36853743028487873,0.43857709495252023,normal
P13,14.409794144917804,121.04327142870316,2025-10-20T10:00:00,3.42,synthetic,-0.10896247880502606,0.481839586865829,normal
P13,14.409794144917804,121.04327142870316,2025-10-20T11:00:00,10.15,synthetic,0.4018385222064969,0.5669730870344162,normal
P13,14.409794144917804,121.04327142870316,2025-10-20T12:00:00,0.0,synthetic,-0.36853743028487873,0.43857709495252023,normal
P117,14.639059955099617,121.02166993976272,2025-10-19T06:00:00,5.02,synthetic,0.01247609498671785,0.502079349164453,normal
P117,14.639059955099617,121.02166993976272,2025-10-19T07:00:00,5.18,synthetic,0.024619952365892254,0.5041033253943153,normal
P117,14.639059955099617,121.02166993976272,2025-10-19T08:00:00,11.42,synthetic,0.49823039015369364,0.583038398358949,normal
P117,14.639059955099617,121.02166993976272,2025-10-19T09:00:00,33.22,synthetic,2.152830958066205,0.8588051596777008,very_wet
P117,14.639059955099617,121.02166993976272,2025-10-19T10:00:00,0.0,synthetic,-0.36853743028487873,0.43857709495252023,normal
P117,14.639059955099617,121.02166993976272,2025-10-19T11:00:00,33.71,synthetic,2.1900215212899266,0.8650035868816545,very_wet
